FY,CFIS/ORG Code,CBID,Leave Benefit ID,Leave Benefit Name,ending_balance
2023-2024,5310,S04,SL,SICK LEAVE,1554.75
2023-2024,5310,S04,VA,VACATION,3188.75
2023-2024,5310,S06,AL,ANNUAL LEAVE,53912.25
2023-2024,5310,S06,CT,COMPENSATING TIME OFF,8.0
2023-2024,5310,S06,EX,EXCESS HOURS (EX),2398.25
2023-2024,5310,S06,FH,FURLOUGH HOURS,185.25
2023-2024,5310,S06,HC,HOLIDAY CREDIT,16282.5
2023-2024,5310,S06,HI,HOLIDAY INFORMAL TIME OFF,2017.0
2023-2024,5310,S06,HT,HOLIDAY CREDIT-WK ON HOL,12021.75
2023-2024,5310,S06,LD,PERSONAL LEAVE PROG 2003,224.0
2023-2024,5310,S06,LP,PERSONAL LEAVE PROG 2010,17.0
2023-2024,5310,S06,LV,PERSONAL LEAVE PROG 2012,216.0
2023-2024,5310,S06,LX,PERSONAL LEAVE PROG 2020,978.25
2023-2024,5310,S06,PH,PERSONAL HOLIDAY,3480.0
2023-2024,5310,S06,PL,PERSONAL LEAVE PROGRAM,220.0
2023-2024,5310,S06,PT,PROFESSIONAL TRNG/DEVEL,1248.0
2023-2024,5310,S06,SL,SICK LEAVE,18957.25
2023-2024,5310,S06,VA,VACATION,25396.25
2023-2024,5310,S12,AL,ANNUAL LEAVE,4720.0
2023-2024,5310,S12,CT,COMPENSATING TIME OFF,37.5
2023-2024,5310,S12,EX,EXCESS HOURS (EX),29.5
2023-2024,5310,S12,FH,FURLOUGH HOURS,15.25
2023-2024,5310,S12,HC,HOLIDAY CREDIT,584.75
2023-2024,5310,S12,HI,HOLIDAY INFORMAL TIME OFF,68.5
2023-2024,5310,S12,HT,HOLIDAY CREDIT-WK ON HOL,7.5
2023-2024,5310,S12,LX,PERSONAL LEAVE PROG 2020,110.0
2023-2024,5310,S12,PH,PERSONAL HOLIDAY,80.0
2023-2024,5310,S12,PT,PROFESSIONAL TRNG/DEVEL,72.0
2023-2024,5310,S12,SL,SICK LEAVE,876.0
2023-2024,5310,S12,VA,VACATION,535.25
2023-2024,5310,S13,AL,ANNUAL LEAVE,442.25
2023-2024,5310,S13,CT,COMPENSATING TIME OFF,83.75
2023-2024,5310,S13,EX,EXCESS HOURS (EX),2.0
2023-2024,5310,S13,HC,HOLIDAY CREDIT,80.0
2023-2024,5310,S13,HI,HOLIDAY INFORMAL TIME OFF,12.0
2023-2024,5310,S13,PH,PERSONAL HOLIDAY,0.0
2023-2024,5310,S13,PT,PROFESSIONAL TRNG/DEVEL,16.0
2023-2024,5310,S15,AL,ANNUAL LEAVE,1881.25
2023-2024,5310,S15,CT,COMPENSATING TIME OFF,232.0
2023-2024,5310,S15,EX,EXCESS HOURS (EX),49.75
2023-2024,5310,S15,HC,HOLIDAY CREDIT,163.5
2023-2024,5310,S15,HI,HOLIDAY INFORMAL TIME OFF,33.0
2023-2024,5310,S15,HT,HOLIDAY CREDIT-WK ON HOL,336.0
2023-2024,5310,S15,LX,PERSONAL LEAVE PROG 2020,16.25
2023-2024,5310,S15,PH,PERSONAL HOLIDAY,160.0
2023-2024,5310,S15,PT,PROFESSIONAL TRNG/DEVEL,90.0
2023-2024,5310,S15,SL,SICK LEAVE,643.0
2023-2024,5310,S15,VA,VACATION,2066.5
2023-2024,5310,S16,AL,ANNUAL LEAVE,136.0
2023-2024,5310,S16,HI,HOLIDAY INFORMAL TIME OFF,8.0
2023-2024,5310,S16,PH,PERSONAL HOLIDAY,0.0
2023-2024,5310,S16,PT,PROFESSIONAL TRNG/DEVEL,16.0
2023-2024,5310,S17,AL,ANNUAL LEAVE,1992.0
2023-2024,5310,S17,CT,COMPENSATING TIME OFF,210.0
2023-2024,5310,S17,EX,EXCESS HOURS (EX),277.75
2023-2024,5310,S17,HC,HOLIDAY CREDIT,887.25
2023-2024,5310,S17,HI,HOLIDAY INFORMAL TIME OFF,120.0
2023-2024,5310,S17,HT,HOLIDAY CREDIT-WK ON HOL,396.0
2023-2024,5310,S17,LD,PERSONAL LEAVE PROG 2003,53.0
2023-2024,5310,S17,LX,PERSONAL LEAVE PROG 2020,376.75
2023-2024,5310,S17,PH,PERSONAL HOLIDAY,312.0
2023-2024,5310,S17,PT,PROFESSIONAL TRNG/DEVEL,216.0
2023-2024,5310,S17,PV,VOLUNTARY PLP,235.0
2023-2024,5310,S17,SL,SICK LEAVE,2790.75
2023-2024,5310,S17,VA,VACATION,4722.75
2023-2024,5310,S18,AL,ANNUAL LEAVE,232.25
2023-2024,5310,S18,CT,COMPENSATING TIME OFF,0.5
2023-2024,5310,S18,EX,EXCESS HOURS (EX),8.0
2023-2024,5310,S18,HC,HOLIDAY CREDIT,18.0
2023-2024,5310,S18,HI,HOLIDAY INFORMAL TIME OFF,0.25
2023-2024,5310,S18,HT,HOLIDAY CREDIT-WK ON HOL,36.0
2023-2024,5310,S18,PH,PERSONAL HOLIDAY,0.0
2023-2024,5310,S18,PT,PROFESSIONAL TRNG/DEVEL,16.0
2023-2024,5310,S19,AL,ANNUAL LEAVE,4798.0
2023-2024,5310,S19,HC,HOLIDAY CREDIT,192.0
2023-2024,5310,S19,HI,HOLIDAY INFORMAL TIME OFF,128.0
2023-2024,5310,S19,HT,HOLIDAY CREDIT-WK ON HOL,8.0
2023-2024,5310,S19,LX,PERSONAL LEAVE PROG 2020,208.0
2023-2024,5310,S19,PH,PERSONAL HOLIDAY,464.0
2023-2024,5310,S19,PT,PROFESSIONAL TRNG/DEVEL,148.0
2023-2024,5310,S19,SL,SICK LEAVE,1473.0
2023-2024,5310,S19,VA,VACATION,1196.0
2023-2024,5310,S20,HI,HOLIDAY INFORMAL TIME OFF,13.5
2023-2024,5310,S20,PH,PERSONAL HOLIDAY,0.0
2023-2024,5310,S20,PT,PROFESSIONAL TRNG/DEVEL,32.0
2023-2024,5310,S20,SL,SICK LEAVE,514.5
2023-2024,5310,S20,VA,VACATION,1073.25
2023-2024,5320,M01,AL,ANNUAL LEAVE,5783.0
2023-2024,5320,M01,CT,COMPENSATING TIME OFF,9.0
2023-2024,5320,M01,EX,EXCESS HOURS (EX),11.0
2023-2024,5320,M01,HC,HOLIDAY CREDIT,125.0
2023-2024,5320,M01,HI,HOLIDAY INFORMAL TIME OFF,106.5
2023-2024,5320,M01,HT,HOLIDAY CREDIT-WK ON HOL,52.0
2023-2024,5320,M01,LX,PERSONAL LEAVE PROG 2020,32.0
2023-2024,5320,M01,PH,PERSONAL HOLIDAY,264.0
2023-2024,5320,M01,PT,PROFESSIONAL TRNG/DEVEL,64.0
2023-2024,5320,M01,SL,SICK LEAVE,794.75
2023-2024,5320,M06,AL,ANNUAL LEAVE,7834.75
2023-2024,5320,M06,EX,EXCESS HOURS (EX),50.0
2023-2024,5320,M06,FH,FURLOUGH HOURS,44.0
2023-2024,5320,M06,HC,HOLIDAY CREDIT,426.0
2023-2024,5320,M06,HI,HOLIDAY INFORMAL TIME OFF,138.5
2023-2024,5320,M06,HT,HOLIDAY CREDIT-WK ON HOL,201.75
2023-2024,5320,M06,LP,PERSONAL LEAVE PROG 2010,120.0
2023-2024,5320,M06,LX,PERSONAL LEAVE PROG 2020,142.0
2023-2024,5320,M06,PD,PERSONAL DAY,0.0
2023-2024,5320,M06,PH,PERSONAL HOLIDAY,120.0
2023-2024,5320,M06,PT,PROFESSIONAL TRNG/DEVEL,96.0
2023-2024,5320,M06,SL,SICK LEAVE,3588.0
2023-2024,5320,M06,VA,VACATION,165.0
2023-2024,5320,M16,AL,ANNUAL LEAVE,3885.0
2023-2024,5320,M16,CT,COMPENSATING TIME OFF,660.25
2023-2024,5320,M16,FH,FURLOUGH HOURS,8.0
2023-2024,5320,M16,HC,HOLIDAY CREDIT,192.0
2023-2024,5320,M16,HI,HOLIDAY INFORMAL TIME OFF,157.0
2023-2024,5320,M16,HT,HOLIDAY CREDIT-WK ON HOL,4.0
2023-2024,5320,M16,LX,PERSONAL LEAVE PROG 2020,584.0
2023-2024,5320,M16,OC,ON CALL,32.0
2023-2024,5320,M16,PH,PERSONAL HOLIDAY,256.0
2023-2024,5320,M16,PT,PROFESSIONAL TRNG/DEVEL,40.0
2023-2024,5320,M16,SL,SICK LEAVE,1000.0
2023-2024,5320,M16,VA,VACATION,2753.25
2023-2024,5320,M17,AL,ANNUAL LEAVE,2776.75
2023-2024,5320,M17,CT,COMPENSATING TIME OFF,947.25
2023-2024,5320,M17,EX,EXCESS HOURS (EX),24.0
2023-2024,5320,M17,HC,HOLIDAY CREDIT,635.25
2023-2024,5320,M17,HI,HOLIDAY INFORMAL TIME OFF,59.75
2023-2024,5320,M17,HT,HOLIDAY CREDIT-WK ON HOL,159.0
2023-2024,5320,M17,PH,PERSONAL HOLIDAY,336.0
2023-2024,5320,M17,PT,PROFESSIONAL TRNG/DEVEL,16.0
2023-2024,5320,M17,SL,SICK LEAVE,439.0
2023-2024,5320,M17,VA,VACATION,1131.75
2023-2024,5320,M18,AL,ANNUAL LEAVE,252.0
2023-2024,5320,M18,HI,HOLIDAY INFORMAL TIME OFF,0.0
2023-2024,5320,M18,PH,PERSONAL HOLIDAY,0.0
2023-2024,5320,M18,PT,PROFESSIONAL TRNG/DEVEL,16.0
2023-2024,5320,R01,AL,ANNUAL LEAVE,7726.75
2023-2024,5320,R01,CT,COMPENSATING TIME OFF,694.75
2023-2024,5320,R01,EX,EXCESS HOURS (EX),61.5
2023-2024,5320,R01,HC,HOLIDAY CREDIT,934.25
2023-2024,5320,R01,HI,HOLIDAY INFORMAL TIME OFF,670.0
2023-2024,5320,R01,HT,HOLIDAY CREDIT-WK ON HOL,99.0
2023-2024,5320,R01,LV,PERSONAL LEAVE PROG 2012,3.5
2023-2024,5320,R01,LX,PERSONAL LEAVE PROG 2020,748.5
2023-2024,5320,R01,PH,PERSONAL HOLIDAY,1772.0
2023-2024,5320,R01,PT,PROFESSIONAL TRNG/DEVEL,1556.0
2023-2024,5320,R01,PV,VOLUNTARY PLP,301.25
2023-2024,5320,R01,SL,SICK LEAVE,21213.25
2023-2024,5320,R01,VA,VACATION,25180.25
2023-2024,5320,R03,AL,ANNUAL LEAVE,0.0
2023-2024,5320,R03,EL,EDUCATIONAL LEAVE,180.0
2023-2024,5320,R03,HC,HOLIDAY CREDIT,14.5
2023-2024,5320,R03,HI,HOLIDAY INFORMAL TIME OFF,102.75
2023-2024,5320,R03,LX,PERSONAL LEAVE PROG 2020,35.25
2023-2024,5320,R03,PD,PERSONAL DAY,74.0
2023-2024,5320,R03,PH,PERSONAL HOLIDAY,32.0
2023-2024,5320,R03,PT,PROFESSIONAL TRNG/DEVEL,264.0
2023-2024,5320,R03,PV,VOLUNTARY PLP,0.0
2023-2024,5320,R03,SL,SICK LEAVE,1722.75
2023-2024,5320,R03,VA,VACATION,989.0
2023-2024,5320,R04,AL,ANNUAL LEAVE,2273.0
2023-2024,5320,R04,CT,COMPENSATING TIME OFF,134.5
2023-2024,5320,R04,EX,EXCESS HOURS (EX),24.75
2023-2024,5320,R04,HC,HOLIDAY CREDIT,517.25
2023-2024,5320,R04,HI,HOLIDAY INFORMAL TIME OFF,186.25
2023-2024,5320,R04,HT,HOLIDAY CREDIT-WK ON HOL,22.5
2023-2024,5320,R04,LX,PERSONAL LEAVE PROG 2020,77.5
2023-2024,5320,R04,PH,PERSONAL HOLIDAY,648.0
2023-2024,5320,R04,PT,PROFESSIONAL TRNG/DEVEL,1194.0
2023-2024,5320,R04,PV,VOLUNTARY PLP,144.0
2023-2024,5320,R04,SL,SICK LEAVE,6191.5
2023-2024,5320,R04,VA,VACATION,8147.0
2023-2024,5320,R06,AL,ANNUAL LEAVE,43587.5
2023-2024,5320,R06,CT,COMPENSATING TIME OFF,48.25
2023-2024,5320,R06,EX,EXCESS HOURS (EX),74.75
2023-2024,5320,R06,FH,FURLOUGH HOURS,133.0
2023-2024,5320,R06,HC,HOLIDAY CREDIT,11384.75
2023-2024,5320,R06,HI,HOLIDAY INFORMAL TIME OFF,3683.75
2023-2024,5320,R06,HT,HOLIDAY CREDIT-WK ON HOL,201.5
2023-2024,5320,R06,LP,PERSONAL LEAVE PROG 2010,48.0
2023-2024,5320,R06,LX,PERSONAL LEAVE PROG 2020,722.5
2023-2024,5320,R06,PH,PERSONAL HOLIDAY,72.0
2023-2024,5320,R06,PT,PROFESSIONAL TRNG/DEVEL,5768.0
2023-2024,5320,R06,SL,SICK LEAVE,50030.0
2023-2024,5320,R06,VA,VACATION,69383.25
2023-2024,5320,R10,CT,COMPENSATING TIME OFF,1.5
2023-2024,5320,R10,HI,HOLIDAY INFORMAL TIME OFF,1.5
2023-2024,5320,R10,PH,PERSONAL HOLIDAY,0.0
2023-2024,5320,R10,PT,PROFESSIONAL TRNG/DEVEL,16.0
2023-2024,5320,R10,SL,SICK LEAVE,120.0
2023-2024,5320,R10,VA,VACATION,593.0
2023-2024,5320,R11,CT,COMPENSATING TIME OFF,42.0
2023-2024,5320,R11,HC,HOLIDAY CREDIT,0.25
2023-2024,5320,R11,HI,HOLIDAY INFORMAL TIME OFF,8.0
2023-2024,5320,R11,PH,PERSONAL HOLIDAY,47.25
2023-2024,5320,R11,PT,PROFESSIONAL TRNG/DEVEL,59.0
2023-2024,5320,R11,SL,SICK LEAVE,221.5
2023-2024,5320,R11,VA,VACATION,487.5
2023-2024,5320,R12,AL,ANNUAL LEAVE,8448.5
2023-2024,5320,R12,CT,COMPENSATING TIME OFF,1148.0
2023-2024,5320,R12,EX,EXCESS HOURS (EX),136.5
2023-2024,5320,R12,FH,FURLOUGH HOURS,0.0
2023-2024,5320,R12,HC,HOLIDAY CREDIT,1647.75
2023-2024,5320,R12,HI,HOLIDAY INFORMAL TIME OFF,225.5
2023-2024,5320,R12,HT,HOLIDAY CREDIT-WK ON HOL,2.0
2023-2024,5320,R12,LX,PERSONAL LEAVE PROG 2020,80.0
2023-2024,5320,R12,PH,PERSONAL HOLIDAY,48.0
2023-2024,5320,R12,PT,PROFESSIONAL TRNG/DEVEL,590.0
2023-2024,5320,R12,SL,SICK LEAVE,3609.75
2023-2024,5320,R12,VA,VACATION,8839.5
2023-2024,5320,R13,AL,ANNUAL LEAVE,3492.0
2023-2024,5320,R13,CT,COMPENSATING TIME OFF,148.75
2023-2024,5320,R13,EX,EXCESS HOURS (EX),72.0
2023-2024,5320,R13,HC,HOLIDAY CREDIT,992.75
2023-2024,5320,R13,HI,HOLIDAY INFORMAL TIME OFF,55.0
2023-2024,5320,R13,HT,HOLIDAY CREDIT-WK ON HOL,119.0
2023-2024,5320,R13,PH,PERSONAL HOLIDAY,8.0
2023-2024,5320,R13,PT,PROFESSIONAL TRNG/DEVEL,112.0
2023-2024,5320,R13,SL,SICK LEAVE,265.5
2023-2024,5320,R13,VA,VACATION,430.0
2023-2024,5320,R15,AL,ANNUAL LEAVE,6130.0
2023-2024,5320,R15,CT,COMPENSATING TIME OFF,1079.75
2023-2024,5320,R15,EX,EXCESS HOURS (EX),499.75
2023-2024,5320,R15,HC,HOLIDAY CREDIT,2190.5
2023-2024,5320,R15,HI,HOLIDAY INFORMAL TIME OFF,153.5
2023-2024,5320,R15,HT,HOLIDAY CREDIT-WK ON HOL,2486.5
2023-2024,5320,R15,LD,PERSONAL LEAVE PROG 2003,48.0
2023-2024,5320,R15,LX,PERSONAL LEAVE PROG 2020,123.25
2023-2024,5320,R15,PH,PERSONAL HOLIDAY,416.0
2023-2024,5320,R15,PT,PROFESSIONAL TRNG/DEVEL,293.5
2023-2024,5320,R15,SL,SICK LEAVE,4771.0
2023-2024,5320,R15,VA,VACATION,3788.75
2023-2024,5320,R16,AL,ANNUAL LEAVE,16521.75
2023-2024,5320,R16,CT,COMPENSATING TIME OFF,5235.0
2023-2024,5320,R16,EX,EXCESS HOURS (EX),40.0
2023-2024,5320,R16,HC,HOLIDAY CREDIT,2736.75
2023-2024,5320,R16,HI,HOLIDAY INFORMAL TIME OFF,341.25
2023-2024,5320,R16,HT,HOLIDAY CREDIT-WK ON HOL,92.0
2023-2024,5320,R16,LX,PERSONAL LEAVE PROG 2020,118.0
2023-2024,5320,R16,MO,MEDICAL OFFICER OF DAY,68.0
2023-2024,5320,R16,OC,ON CALL,22.75
2023-2024,5320,R16,PH,PERSONAL HOLIDAY,792.0
2023-2024,5320,R16,PT,PROFESSIONAL TRNG/DEVEL,320.0
2023-2024,5320,R16,PV,VOLUNTARY PLP,242.0
2023-2024,5320,R16,SL,SICK LEAVE,5328.5
2023-2024,5320,R16,VA,VACATION,8131.25
2023-2024,5320,R17,AL,ANNUAL LEAVE,3480.0
2023-2024,5320,R17,CT,COMPENSATING TIME OFF,4547.75
2023-2024,5320,R17,EX,EXCESS HOURS (EX),1253.75
2023-2024,5320,R17,HC,HOLIDAY CREDIT,9536.25
2023-2024,5320,R17,HI,HOLIDAY INFORMAL TIME OFF,867.5
2023-2024,5320,R17,HT,HOLIDAY CREDIT-WK ON HOL,7932.25
2023-2024,5320,R17,LX,PERSONAL LEAVE PROG 2020,275.25
2023-2024,5320,R17,PH,PERSONAL HOLIDAY,2104.0
2023-2024,5320,R17,PT,PROFESSIONAL TRNG/DEVEL,1054.0
2023-2024,5320,R17,PV,VOLUNTARY PLP,807.5
2023-2024,5320,R17,SL,SICK LEAVE,8194.0
2023-2024,5320,R17,VA,VACATION,19332.75
2023-2024,5320,R18,AL,ANNUAL LEAVE,2813.25
2023-2024,5320,R18,CT,COMPENSATING TIME OFF,420.25
2023-2024,5320,R18,EX,EXCESS HOURS (EX),1015.5
2023-2024,5320,R18,HC,HOLIDAY CREDIT,2260.5
2023-2024,5320,R18,HI,HOLIDAY INFORMAL TIME OFF,449.25
2023-2024,5320,R18,HT,HOLIDAY CREDIT-WK ON HOL,5067.75
2023-2024,5320,R18,PH,PERSONAL HOLIDAY,240.0
2023-2024,5320,R18,PT,PROFESSIONAL TRNG/DEVEL,752.0
2023-2024,5320,R18,SL,SICK LEAVE,3945.0
2023-2024,5320,R18,VA,VACATION,6320.25
2023-2024,5320,R19,AL,ANNUAL LEAVE,7639.25
2023-2024,5320,R19,CT,COMPENSATING TIME OFF,609.75
2023-2024,5320,R19,EX,EXCESS HOURS (EX),1.5
2023-2024,5320,R19,FH,FURLOUGH HOURS,31.25
2023-2024,5320,R19,HC,HOLIDAY CREDIT,799.25
2023-2024,5320,R19,HI,HOLIDAY INFORMAL TIME OFF,502.75
2023-2024,5320,R19,HT,HOLIDAY CREDIT-WK ON HOL,238.0
2023-2024,5320,R19,LD,PERSONAL LEAVE PROG 2003,40.0
2023-2024,5320,R19,LX,PERSONAL LEAVE PROG 2020,279.5
2023-2024,5320,R19,OC,ON CALL,11.0
2023-2024,5320,R19,PH,PERSONAL HOLIDAY,758.5
2023-2024,5320,R19,PT,PROFESSIONAL TRNG/DEVEL,1770.5
2023-2024,5320,R19,SL,SICK LEAVE,9053.75
2023-2024,5320,R19,VA,VACATION,14755.75
2023-2024,5320,R20,AL,ANNUAL LEAVE,2697.75
2023-2024,5320,R20,CT,COMPENSATING TIME OFF,786.25
2023-2024,5320,R20,EX,EXCESS HOURS (EX),776.25
2023-2024,5320,R20,HC,HOLIDAY CREDIT,2390.5
2023-2024,5320,R20,HI,HOLIDAY INFORMAL TIME OFF,497.5
2023-2024,5320,R20,HT,HOLIDAY CREDIT-WK ON HOL,5579.5
2023-2024,5320,R20,LX,PERSONAL LEAVE PROG 2020,257.25
2023-2024,5320,R20,PH,PERSONAL HOLIDAY,1080.0
2023-2024,5320,R20,PT,PROFESSIONAL TRNG/DEVEL,1003.0
2023-2024,5320,R20,PV,VOLUNTARY PLP,500.0
2023-2024,5320,R20,SL,SICK LEAVE,4075.5
2023-2024,5320,R20,VA,VACATION,10323.0
2023-2024,5320,S01,AL,ANNUAL LEAVE,10097.0
2023-2024,5320,S01,CT,COMPENSATING TIME OFF,438.25
2023-2024,5320,S01,EX,EXCESS HOURS (EX),61.0
2023-2024,5320,S01,HC,HOLIDAY CREDIT,342.25
2023-2024,5320,S01,HI,HOLIDAY INFORMAL TIME OFF,306.5
2023-2024,5320,S01,HT,HOLIDAY CREDIT-WK ON HOL,16.0
2023-2024,5320,S01,LD,PERSONAL LEAVE PROG 2003,96.0
2023-2024,5320,S01,LX,PERSONAL LEAVE PROG 2020,43.0
2023-2024,5320,S01,PH,PERSONAL HOLIDAY,680.0
2023-2024,5320,S01,PT,PROFESSIONAL TRNG/DEVEL,344.0
2023-2024,5320,S01,PV,VOLUNTARY PLP,184.0
2023-2024,5320,S01,SL,SICK LEAVE,8298.5
2023-2024,5320,S01,VA,VACATION,6645.75
2023-2024,5320,S03,AL,ANNUAL LEAVE,370.0
2023-2024,5320,S03,EL,EDUCATIONAL LEAVE,960.0
2023-2024,5320,S03,HC,HOLIDAY CREDIT,8.0
2023-2024,5320,S03,HI,HOLIDAY INFORMAL TIME OFF,28.0
2023-2024,5320,S03,LP,PERSONAL LEAVE PROG 2010,0.0
2023-2024,5320,S03,LV,PERSONAL LEAVE PROG 2012,3.75
2023-2024,5320,S03,LX,PERSONAL LEAVE PROG 2020,96.0
2023-2024,5320,S03,PD,PERSONAL DAY,40.0
2023-2024,5320,S03,PH,PERSONAL HOLIDAY,0.0
2023-2024,5320,S03,PT,PROFESSIONAL TRNG/DEVEL,16.0
2023-2024,5320,S03,SL,SICK LEAVE,1194.0
2023-2024,5320,S03,VA,VACATION,801.0
2023-2024,5320,S04,AL,ANNUAL LEAVE,456.0
2023-2024,5320,S04,CT,COMPENSATING TIME OFF,6.5
2023-2024,5320,S04,HC,HOLIDAY CREDIT,33.25
2023-2024,5320,S04,HI,HOLIDAY INFORMAL TIME OFF,4.0
2023-2024,5320,S04,PH,PERSONAL HOLIDAY,48.0
2023-2024,5320,S04,PT,PROFESSIONAL TRNG/DEVEL,80.0
2023-2024,5320,S04,PV,VOLUNTARY PLP,16.0
2023-2024,5320,S04,SL,SICK LEAVE,558.0
2023-2024,5320,S04,VA,VACATION,776.0
2023-2024,5320,S06,AL,ANNUAL LEAVE,29841.75
2023-2024,5320,S06,CT,COMPENSATING TIME OFF,8.0
2023-2024,5320,S06,EX,EXCESS HOURS (EX),1036.0
2023-2024,5320,S06,FH,FURLOUGH HOURS,332.0
2023-2024,5320,S06,HC,HOLIDAY CREDIT,5432.0
2023-2024,5320,S06,HI,HOLIDAY INFORMAL TIME OFF,732.25
2023-2024,5320,S06,HT,HOLIDAY CREDIT-WK ON HOL,5205.0
2023-2024,5320,S06,LX,PERSONAL LEAVE PROG 2020,253.0
2023-2024,5320,S06,PH,PERSONAL HOLIDAY,1608.0
2023-2024,5320,S06,PT,PROFESSIONAL TRNG/DEVEL,1008.0
2023-2024,5320,S06,SL,SICK LEAVE,11328.25
2023-2024,5320,S06,VA,VACATION,17851.0
2023-2024,5320,S12,AL,ANNUAL LEAVE,657.75
2023-2024,5320,S12,CT,COMPENSATING TIME OFF,195.5
2023-2024,5320,S12,EX,EXCESS HOURS (EX),49.0
2023-2024,5320,S12,HC,HOLIDAY CREDIT,223.0
2023-2024,5320,S12,HI,HOLIDAY INFORMAL TIME OFF,72.0
2023-2024,5320,S12,HT,HOLIDAY CREDIT-WK ON HOL,24.0
2023-2024,5320,S12,PH,PERSONAL HOLIDAY,64.0
2023-2024,5320,S12,PT,PROFESSIONAL TRNG/DEVEL,102.0
2023-2024,5320,S12,SL,SICK LEAVE,673.5
2023-2024,5320,S12,VA,VACATION,1631.0
2023-2024,5320,S13,AL,ANNUAL LEAVE,2200.75
2023-2024,5320,S13,CT,COMPENSATING TIME OFF,5.25
2023-2024,5320,S13,EX,EXCESS HOURS (EX),16.0
2023-2024,5320,S13,HC,HOLIDAY CREDIT,154.0
2023-2024,5320,S13,HI,HOLIDAY INFORMAL TIME OFF,28.5
2023-2024,5320,S13,LX,PERSONAL LEAVE PROG 2020,14.0
2023-2024,5320,S13,PH,PERSONAL HOLIDAY,64.0
2023-2024,5320,S13,PT,PROFESSIONAL TRNG/DEVEL,16.0
2023-2024,5320,S13,SL,SICK LEAVE,47.5
2023-2024,5320,S15,AL,ANNUAL LEAVE,1681.75
2023-2024,5320,S15,CT,COMPENSATING TIME OFF,827.5
2023-2024,5320,S15,EX,EXCESS HOURS (EX),140.25
2023-2024,5320,S15,HC,HOLIDAY CREDIT,880.5
2023-2024,5320,S15,HI,HOLIDAY INFORMAL TIME OFF,66.0
2023-2024,5320,S15,HT,HOLIDAY CREDIT-WK ON HOL,1047.5
2023-2024,5320,S15,LX,PERSONAL LEAVE PROG 2020,19.75
2023-2024,5320,S15,PH,PERSONAL HOLIDAY,136.0
2023-2024,5320,S15,PT,PROFESSIONAL TRNG/DEVEL,120.0
2023-2024,5320,S15,SL,SICK LEAVE,1313.0
2023-2024,5320,S15,VA,VACATION,2256.5
2023-2024,5320,S16,AL,ANNUAL LEAVE,2317.25
2023-2024,5320,S16,CT,COMPENSATING TIME OFF,953.75
2023-2024,5320,S16,EX,EXCESS HOURS (EX),6.0
2023-2024,5320,S16,HC,HOLIDAY CREDIT,85.0
2023-2024,5320,S16,HI,HOLIDAY INFORMAL TIME OFF,8.0
2023-2024,5320,S16,PH,PERSONAL HOLIDAY,32.0
2023-2024,5320,S16,PT,PROFESSIONAL TRNG/DEVEL,64.0
2023-2024,5320,S16,SL,SICK LEAVE,127.0
2023-2024,5320,S16,VA,VACATION,1304.0
2023-2024,5320,S17,AL,ANNUAL LEAVE,3795.25
2023-2024,5320,S17,CT,COMPENSATING TIME OFF,829.75
2023-2024,5320,S17,EX,EXCESS HOURS (EX),237.25
2023-2024,5320,S17,HC,HOLIDAY CREDIT,1997.75
2023-2024,5320,S17,HI,HOLIDAY INFORMAL TIME OFF,156.5
2023-2024,5320,S17,HT,HOLIDAY CREDIT-WK ON HOL,962.25
2023-2024,5320,S17,LX,PERSONAL LEAVE PROG 2020,62.0
2023-2024,5320,S17,OC,ON CALL,2.25
2023-2024,5320,S17,PH,PERSONAL HOLIDAY,600.0
2023-2024,5320,S17,PT,PROFESSIONAL TRNG/DEVEL,203.0
2023-2024,5320,S17,PV,VOLUNTARY PLP,120.0
2023-2024,5320,S17,SL,SICK LEAVE,2176.25
2023-2024,5320,S17,VA,VACATION,2871.5
2023-2024,5320,S18,CT,COMPENSATING TIME OFF,1.5
2023-2024,5320,S18,HC,HOLIDAY CREDIT,64.5
2023-2024,5320,S18,HI,HOLIDAY INFORMAL TIME OFF,27.0
2023-2024,5320,S18,PH,PERSONAL HOLIDAY,0.0
2023-2024,5320,S18,PT,PROFESSIONAL TRNG/DEVEL,8.0
2023-2024,5320,S18,SL,SICK LEAVE,1665.0
2023-2024,5320,S18,VA,VACATION,2159.0
2023-2024,5320,S19,AL,ANNUAL LEAVE,6529.0
2023-2024,5320,S19,CT,COMPENSATING TIME OFF,4.5
2023-2024,5320,S19,HC,HOLIDAY CREDIT,138.25
2023-2024,5320,S19,HI,HOLIDAY INFORMAL TIME OFF,104.0
2023-2024,5320,S19,HT,HOLIDAY CREDIT-WK ON HOL,16.0
2023-2024,5320,S19,LX,PERSONAL LEAVE PROG 2020,26.0
2023-2024,5320,S19,PH,PERSONAL HOLIDAY,344.0
2023-2024,5320,S19,PT,PROFESSIONAL TRNG/DEVEL,256.0
2023-2024,5320,S19,SL,SICK LEAVE,1114.75
2023-2024,5320,S19,VA,VACATION,1040.5
2023-2024,5320,S20,AL,ANNUAL LEAVE,983.75
2023-2024,5320,S20,CT,COMPENSATING TIME OFF,14.75
2023-2024,5320,S20,HC,HOLIDAY CREDIT,72.0
2023-2024,5320,S20,HI,HOLIDAY INFORMAL TIME OFF,31.75
2023-2024,5320,S20,PH,PERSONAL HOLIDAY,168.0
2023-2024,5320,S20,PT,PROFESSIONAL TRNG/DEVEL,32.0
