Sheet Name,Filename,Filepath
LS-Fund 0140 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3855_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3855_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0140 Journal Entries$'
LS-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3855_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3855_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Department Note Disclosure$'
LS-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3855_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3855_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Lease Liabilities$'
LS-Check Figures  ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3855_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3855_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Check Figures  $'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||qryIndex02a$'
LS-Fund 0001 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0001 Journal Entries$'
LS-Fund 0140 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0140 Journal Entries$'
LS-Fund 0465 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0465 Journal Entries$'
LS-Fund 0545 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0545 Journal Entries$'
LS-Fund 0890 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0890 Journal Entries$'
LS-Fund 3057 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 3057 Journal Entries$'
LS-Fund 3228 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 3228 Journal Entries$'
LS-Fund 3237 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 3237 Journal Entries$'
LS-Fund 3398 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 3398 Journal Entries$'
LS-Fund 3413 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 3413 Journal Entries$'
LS-Fund 6001 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 6001 Journal Entries$'
LS-Fund 6005 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 6005 Journal Entries$'
LS-Fund 6026 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 6026 Journal Entries$'
LS-Fund 6027 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 6027 Journal Entries$'
LS-Fund 6031 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 6031 Journal Entries$'
LS-Fund 6051 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 6051 Journal Entries$'
LS-Fund 6083 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 6083 Journal Entries$'
LS-Fund 6088 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 6088 Journal Entries$'
LS-Fund 3100 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 3100 Journal Entries$'
LS-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Department Note Disclosure$'
LS-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Lease Liabilities$'
LS-Check Figures  ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Check Figures  $'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Version Changes$'
LR-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Fund #### Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Check Figures$'
FP-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Version Changes$'
FP-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Fund #### Journal Entries$'
FP-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3860_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Lease Liabilities$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||qryIndex02a$'
LS-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Version Changes$'
LS-Fund 0140 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0140 Journal Entries$'
LS-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Department Note Disclosure$'
LS-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Lease Liabilities$'
LS-Check Figures  ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Check Figures  $'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Version Changes$'
LR-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Fund #### Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Check Figures$'
FP-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Version Changes$'
FP-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Fund #### Journal Entries$'
FP-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3875_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Lease Liabilities$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||qryIndex02a$'
LS-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Version Changes$'
LS-Fund 0044 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0044 Journal Entries$'
LS-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Department Note Disclosure$'
LS-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Lease Liabilities$'
LS-Check Figures  ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Check Figures  $'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Version Changes$'
